"lat"	"long"	"total"
27.9668006896973	-80.5095977783203	4
27.975700378418	-82.7428970336914	3
27.9797992706299	-81.7310028076172	1
27.9839000701904	-82.7181015014648	2
27.9983997344971	-82.4781036376953	27
28.0086994171143	-82.7453994750977	2
28.0438003540039	-82.0068969726562	1
28.0443992614746	-82.6794967651367	2
28.0613994598389	-81.9616012573242	23
28.0718002319336	-80.6240005493164	6
28.0771007537842	-82.4870986938477	2
28.0781993865967	-80.753402709961	2
28.0858993530273	-82.7624969482422	1
28.1203002929688	-82.352897644043	3
28.1359996795654	-82.4476013183594	1
28.2423000335693	-81.4456024169922	2
28.2518997192383	-80.6606979370117	5
28.3069000244141	-81.4245986938477	3
28.389799118042	-80.6051025390625	2
28.4123992919922	-80.7953033447266	2
28.4717998504639	-80.8167037963867	2
28.4806995391846	-81.5518035888672	4
28.4838008880615	-82.5130004882812	4
28.5037002563477	-81.3305969238281	58
28.5081996917725	-81.0903015136719	1
28.5153007507324	-82.2855987548828	1
28.5340995788574	-81.1647033691406	7
28.5667991638184	-82.4280014038086	1
28.6009998321533	-96.6989974975586	1
28.63330078125	-106.083297729492	1
28.6564998626709	-81.3275985717773	5
28.6637992858887	-81.3662033081055	3
28.6644992828369	-81.3925018310547	10
28.6653003692627	-81.4188003540039	5
28.6672992706299	-81.1410980224609	6
28.6765995025635	-81.1990966796875	4
28.6812000274658	-81.2762985229492	4
28.6933994293213	-81.806999206543	1
28.6963996887207	-81.5233001708984	15
28.701000213623	-80.9319000244141	2
28.7201995849609	-81.3794021606445	2
28.736400604248	-100.452102661133	1
28.7465991973877	-97.016502380371	1
28.7513008117676	-81.1044006347656	2
28.7523994445801	-81.2473983764648	5
28.8118991851807	-81.8243026733398	10
28.8178005218506	-82.3330993652344	4
28.8290996551514	-98.5505981445312	1
28.9167995452881	-82.611198425293	1
28.9318008422852	-81.9541015625	9
28.9715003967285	-95.5785980224609	2
28.9995002746582	-81.8994979858398	1
29.0321998596191	-95.4699020385742	1
29.0666999816895	-110.966697692871	1
29.1159000396729	-97.2712020874023	1
29.1569004058838	-82.1557998657227	17
29.1814994812012	-97.1054992675781	1
29.2369995117188	-81.0579986572266	2
29.3565006256104	-99.831298828125	1
29.3731994628906	-95.0035018920898	2
29.3962001800537	-98.4609985351562	1
29.400899887085	-95.000503540039	5
29.4036998748779	-98.7246017456055	9
29.4568004608154	-95.0185012817383	2
29.4622001647949	-98.4893035888672	2
29.471700668335	-98.5139999389648	174
29.4794006347656	-97.1764984130859	1
29.4839000701904	-81.1915969848633	3
29.5156993865967	-98.3626022338867	1
29.5272006988525	-95.8764038085938	2
29.5422992706299	-98.296401977539	4
29.5548000335693	-98.6950988769531	4
29.5673999786377	-95.5189971923828	7
29.5688991546631	-98.222900390625	4
29.5897006988525	-95.6328964233398	12
29.6042003631592	-95.1123962402344	1
29.6077003479004	-82.0739974975586	5
29.6312999725342	-82.5813980102539	1
29.6382007598877	-95.434700012207	1
29.6518993377686	-95.4787979125977	7
29.6569004058838	-98.5106964111328	5
29.6851005554199	-82.4324035644531	3
29.6865997314453	-97.6393966674805	1
29.6882991790771	-95.0607986450195	3
29.6938991546631	-95.5261001586914	1
29.7056007385254	-95.1558990478516	1
29.7220993041992	-95.6407012939453	2
29.7313995361328	-90.1007995605469	1
29.7346000671387	-95.416000366211	1
29.7418994903564	-95.5643005371094	4
29.7448997497559	-95.731101989746	18
29.7481994628906	-95.4908981323242	2
29.7509994506836	-95.6129989624023	7
29.7637996673584	-98.4613037109375	3
29.7686004638672	-95.5044021606445	2
29.7749996185303	-95.6129989624023	3
29.7754993438721	-95.4151992797852	275
29.8027992248535	-90.7974014282227	7
29.8227996826172	-81.9647979736328	1
29.8290996551514	-90.3165969848633	4
29.8323001861572	-82.5854034423828	6
29.8675994873047	-95.8342971801758	4
29.8873996734619	-90.0261001586914	1
29.890100479126	-81.3719024658203	6
29.8985996246338	-98.7217025756836	2
29.904899597168	-89.961196899414	1
29.9050998687744	-95.1678009033203	1
29.9081993103027	-98.4372024536133	2
29.9104995727539	-98.1723022460938	4
29.915599822998	-95.6491012573242	3
29.9214992523193	-81.3785018920898	2
29.9234008789062	-95.0578002929688	3
29.929500579834	-90.0308990478516	1
29.9445991516113	-93.9175033569336	2
29.9458999633789	-95.2751998901367	1
29.9535999298096	-90.102897644043	1
29.9578990936279	-91.8721008300781	8
29.9662990570068	-90.0617980957031	4
29.9731006622314	-90.057502746582	19
29.9838008880615	-90.1682968139648	1
29.9878005981445	-95.6549987792969	9
29.9894008636475	-90.2528991699219	1
30.0037994384766	-90.2141036987305	2
30.0100002288818	-90.1628036499023	2
30.0265998840332	-89.9699020385742	1
30.0485000610352	-89.9597015380859	1
30.0536003112793	-96.9156036376953	1
30.0540008544922	-95.222999572754	11
30.0548992156982	-95.4770965576172	5
30.0688991546631	-81.5621032714844	2
30.0771007537842	-92.0137023925781	1
30.0928993225098	-94.7425003051758	3
30.1133995056152	-99.3234024047852	4
30.1294002532959	-81.7774963378906	2
30.1310997009277	-81.7559967041016	12
30.1329002380371	-97.855598449707	2
30.1375007629395	-93.4529037475586	1
30.1410007476807	-95.4693984985352	2
30.1725006103516	-97.8879013061523	1
30.1744995117188	-91.777702331543	1
30.1781997680664	-94.4222030639648	1
30.1882991790771	-83.551399230957	1
30.1944999694824	-81.6006011962891	3
30.195499420166	-85.6377029418945	10
30.2017002105713	-93.8066024780273	4
30.2264003753662	-95.4692001342773	1
30.2311000823975	-94.2065963745117	3
30.2332000732422	-85.6423034667969	1
30.2332992553711	-93.2014999389648	7
30.2413997650146	-97.768699645996	12
30.2469997406006	-88.1939010620117	1
30.2481002807617	-98.9059982299805	2
30.2656002044678	-81.7779998779297	1
30.2693996429443	-89.4548034667969	1
30.2712001800537	-82.6264038085938	1
30.2793006896973	-81.5850982666016	2
30.2873992919922	-83.008903503418	3
30.2908000946045	-81.6330032348633	1
30.297399520874	-90.8656997680664	3
30.320499420166	-97.8759002685547	10
30.3246002197266	-81.6850967407227	1
30.3433990478516	-84.271598815918	2
30.3446998596191	-81.7353973388672	1
30.3586006164551	-89.9371032714844	1
30.3603992462158	-88.5177001953125	10
30.3607006072998	-81.4262008666992	2
30.3624000549316	-81.6971969604492	1
30.3651008605957	-95.067398071289	1
30.3659992218018	-97.643699645996	1
30.3703002929688	-97.8453979492188	1
30.3749008178711	-89.1784973144531	7
30.3771991729736	-90.5645980834961	2
30.3792991638184	-90.9713973999023	1
30.3813991546631	-97.9355010986328	4
30.3880004882812	-87.7199020385742	1
30.4216995239258	-90.1955032348633	2
30.4218006134033	-86.6297988891602	1
30.4298000335693	-90.89990234375	6
30.4349002838135	-95.711898803711	1
30.441499710083	-88.942497253418	3
30.4480991363525	-89.4437026977539	1
30.4498996734619	-91.0978012084961	13
30.4505996704102	-87.2754974365234	10
30.4549007415771	-97.7565002441406	3
30.4573993682861	-90.1429977416992	1
30.4594993591309	-91.3427963256836	1
30.4710998535156	-86.1551971435547	1
30.4750003814697	-92.4218978881836	2
30.4804992675781	-87.1996994018555	1
30.4902992248535	-91.1516036987305	1
30.5116996765137	-84.7051010131836	3
30.5200004577637	-90.1249008178711	4
30.5291996002197	-90.901496887207	2
30.5321006774902	-97.7285995483398	6
30.5543003082275	-97.552001953125	5
30.5680999755859	-90.483901977539	1
30.5802001953125	-84.1266021728516	1
30.5841007232666	-91.1297988891602	2
30.5900001525879	-96.3026962280273	10
30.5918998718262	-90.9913024902344	1
30.5946006774902	-84.3990020751953	3
30.6061000823975	-87.8580017089844	3
30.627799987793	-88.152603149414	1
30.6310997009277	-88.2818984985352	4
30.638500213623	-84.5991973876953	1
30.6457996368408	-81.6298980712891	1
30.6518001556396	-95.554298400879	3
30.6574993133545	-88.1585998535156	2
30.6667995452881	-87.1849975585938	3
30.669900894165	-88.105598449707	1
30.6728000640869	-97.6672973632812	12
30.7502002716064	-87.3709030151367	1
30.7553997039795	-89.913101196289	1
30.7917003631592	-81.5730972290039	5
30.8293991088867	-83.9841003417969	3
30.8395004272461	-88.0968017578125	1
30.839599609375	-97.7953033447266	1
31.0652008056641	-81.6296997070312	1
31.0937995910645	-97.749900817871	26
31.0953998565674	-85.7323989868164	1
31.1012001037598	-97.3326034545898	8
31.1063995361328	-97.407096862793	2
31.13450050354	-93.1802978515625	1
31.1837005615234	-92.0152969360352	2
31.1979999542236	-97.2441024780273	1
31.1980991363525	29.9192008972168	1
31.2001991271973	-97.9921035766602	11
31.2042007446289	-85.4389038085938	6
31.2169990539551	-89.8109970092773	1
31.2176990509033	-82.342903137207	1
31.2486991882324	-86.5896987915039	5
31.2518997192383	-92.453498840332	4
31.2544994354248	-85.7133026123047	2
31.2625999450684	-95.8464965820312	1
31.2744007110596	-92.5404968261719	3
31.3076000213623	-85.880599975586	12
31.3094997406006	-94.741096496582	4
31.3250007629395	-89.177001953125	6
31.3518009185791	-94.8355026245117	7
31.3966007232666	-88.8778991699219	1
31.4020004272461	-90.3003005981445	1
31.4206008911133	-97.4010009765625	1
31.4396991729736	-97.785301208496	1
31.449800491333	-100.430397033691	16
31.4501991271973	-110.831100463867	3
31.470100402832	-96.0149002075195	1
31.5074996948242	-82.8525009155273	2
31.5104999542236	-97.264503479004	12
31.5111999511719	-81.4529037475586	1
31.5330009460449	-92.6578979492188	1
31.5401000976562	-89.4753036499023	2
31.5428009033203	-82.448501586914	2
31.5564994812012	-94.4798965454102	1
31.5687007904053	-92.3567962646484	1
31.6103000640869	-95.0762023925781	1
31.6217002868652	-95.5204010009766	1
31.6392993927002	-98.9769973754883	2
31.6436004638672	-106.27449798584	1
31.6706008911133	-85.834701538086	1
31.7301006317139	-94.478500366211	4
31.7343006134033	-95.5773010253906	1
31.7453994750977	-106.372703552246	2
31.7513999938965	-84.135498046875	1
31.7612991333008	-82.315200805664	1
31.7833003997803	34.7167015075684	1
31.7957992553711	-106.376197814941	7
31.7968997955322	-106.387397766113	30
31.8038005828857	-106.532897949219	1
31.8176002502441	-99.470100402832	1
31.8216991424561	-82.6268005371094	2
31.8465995788574	-111.060600280762	5
31.8525009155273	-102.347099304199	3
31.8546009063721	-81.2738037109375	2
31.8581008911133	-81.5854034423828	13
31.8663997650146	-95.6507034301758	1
31.8747997283936	-106.451698303223	1
31.9050998687744	-85.8936996459961	2
31.9102001190186	-110.899597167969	4
31.9521999359131	-97.3459014892578	7
31.9729995727539	-81.0839996337891	5
31.9766998291016	-102.130599975586	2
31.9969005584717	-97.1373977661133	1
32.0405006408691	-95.5255966186523	2
32.0443992614746	-81.0487976074219	1
32.0794982910156	-96.5113983154297	1
32.1095008850098	-89.2516021728516	1
32.1432991027832	-106.730102539062	2
32.1688003540039	-82.1131973266602	1
32.1726989746094	-80.7488021850586	3
32.1963996887207	-80.7419967651367	2
32.2224006652832	-90.8292999267578	2
32.2258987426758	-95.388298034668	1
32.2313003540039	-95.295799255371	5
32.252799987793	-110.828201293945	5
32.2538986206055	-90.0948028564453	1
32.2605018615723	-86.2254028320312	3
32.2984008789062	-95.7136001586914	1
32.3046989440918	-106.641700744629	1
32.3109016418457	-107.036499023438	1
32.3418006896973	-99.9413986206055	1
32.3548011779785	-83.7536010742188	1
32.3652000427246	-91.1580963134766	1
32.3656005859375	-95.3099975585938	3
32.3838996887207	-80.7229995727539	2
32.3855018615723	-80.6987991333008	1
32.393798828125	-92.2329025268555	2
32.4054985046387	-82.5401000976562	1
32.4131011962891	-99.7863006591797	13
32.4142990112305	-82.0904006958008	2
32.4213981628418	-83.0392990112305	1
32.4351997375488	-97.0766983032227	1
32.4471015930176	-86.2519989013672	1
32.4488983154297	-93.7088012695312	1
32.4491996765137	-93.7835006713867	18
32.4705009460449	-97.355697631836	2
32.4758987426758	-97.7232971191406	3
32.478099822998	-86.3598022460938	1
32.4813995361328	-84.9032974243164	6
32.4845008850098	-84.9494018554688	6
32.4971008300781	-93.6119995117188	1
32.5110015869141	-93.6643981933594	2
32.5129013061523	-94.7954025268555	2
32.5150985717773	-92.6261978149414	7
32.5171012878418	-90.1367034912109	2
32.5351982116699	-84.9848022460938	3
32.546199798584	-110.952003479004	3
32.5553016662598	-84.1106033325195	2
32.5595016479492	-85.6955032348633	1
32.5596008300781	-90.3221969604492	3
32.5702018737793	-97.1313018798828	10
32.576099395752	-93.5908966064453	2
32.5814018249512	-83.6286010742188	3
32.5838012695312	-97.4141998291016	2
32.6041984558105	-96.8653030395508	6
32.608699798584	-116.936500549316	2
32.6108016967773	-86.4196014404297	3
32.6180000305176	-83.6191024780273	19
32.6327018737793	-84.7916030883789	2
32.636100769043	-117.053199768066	11
32.6365013122559	-83.6649017333984	2
32.638801574707	-97.3231964111328	3
32.6585006713867	-97.0897979736328	3
32.6655006408691	-97.6125030517578	3
32.6745986938477	-95.4216995239258	2
32.6772994995117	-117.012298583984	2
32.6908988952637	-97.263801574707	7
32.6916007995605	-97.0887985229492	1
32.69580078125	-85.402099609375	1
32.6971015930176	-96.6856994628906	1
32.7109985351562	-117.053497314453	3
32.7169990539551	-116.995002746582	5
32.7234992980957	-97.462501525879	1
32.7261009216309	-102.644401550293	3
32.7282981872559	-83.9362030029297	1
32.7288017272949	-83.6865005493164	4
32.7370986938477	-117.088096618652	3
32.7388000488281	-94.9363021850586	1
32.7406005859375	-97.3802032470703	1
32.7484016418457	-104.435897827148	2
32.7546005249023	-97.78759765625	3
32.7575988769531	-96.609001159668	10
32.7587013244629	-97.3320999145508	2
32.7597007751465	-97.1470031738281	3
32.769100189209	-85.1974029541016	2
32.7736015319824	-115.602203369141	2
32.7826995849609	-97.7913970947266	3
32.7918014526367	-93.4487991333008	1
32.7963981628418	-117.069000244141	3
32.8018989562988	-96.7882995605469	2
32.8214988708496	-117.084396362305	4
32.8254013061523	-96.6830978393555	7
32.8339004516602	-96.771499633789	4
32.8376998901367	-96.698501586914	1
32.8419990539551	-97.051902770996	1
32.842601776123	-105.989097595215	6
32.8522987365723	-97.1342010498047	3
32.8568992614746	-96.9628982543945	14
32.8591995239258	-97.081901550293	2
32.8619995117188	-96.5925979614258	8
32.8650016784668	-96.7913970947266	2
32.86669921875	-117.248100280762	8
32.8684997558594	-96.4030990600586	1
32.8791007995605	-96.9897994995117	4
32.8897018432617	-117.133598327637	14
32.9016990661621	-116.89330291748	3
32.9082984924316	-97.4282989501953	1
32.9086990356445	-96.418800354004	2
32.9109992980957	-79.8601989746094	1
32.9299011230469	-96.8352966308594	4
32.9500999450684	-80.089599609375	1
32.9515991210938	-97.151496887207	2
32.9579010009766	-96.6235961914062	9
32.9646987915039	-80.2014999389648	4
32.9672012329102	-117.258598327637	3
32.9774017333984	-117.02320098877	3
32.9831008911133	-80.122299194336	3
32.9878005981445	-80.0056991577148	7
33.0161018371582	-83.5709991455078	1
33.0162010192871	-94.7366027832031	1
33.0200004577637	-96.7418975830078	5
33.0266990661621	-84.9494018554688	2
33.0289993286133	-97.1122970581055	3
33.0511016845703	-96.0699005126953	5
33.0559005737305	-96.731101989746	5
33.1091995239258	-87.5391998291016	2
33.1175994873047	-117.165000915527	1
33.1181983947754	-96.0986022949219	1
33.1287994384766	-107.027603149414	1
33.1357002258301	-117.301902770996	2
33.1427001953125	-96.8123016357422	3
33.1482009887695	-95.5996017456055	5
33.1565017700195	-117.170700073242	5
33.1755981445312	-96.3441009521484	2
33.1960983276367	-90.4651031494141	2
33.2047996520996	-97.11669921875	8
33.2065010070801	-96.6568984985352	3
33.2193984985352	-117.204200744629	1
33.219898223877	-87.5850982666016	1
33.2239990234375	-86.7730026245117	1
33.2453002929688	-87.7483978271484	1
33.2541999816895	-96.6863021850586	2
33.2611999511719	-93.8554000854492	2
33.2677001953125	-84.5998992919922	2
33.2695007324219	-111.712997436523	4
33.2859001159668	-97.5127029418945	4
33.3188018798828	-96.3936004638672	1
33.323299407959	-111.824401855469	6
33.3395004272461	-104.52490234375	2
33.3456993103027	-81.9721984863281	12
33.3461990356445	-111.815299987793	3
33.353199005127	-117.43090057373	2
33.3730010986328	-112.03099822998	1
33.3734016418457	-84.8541030883789	6
33.3782005310059	-86.103401184082	1
33.3843994140625	-111.928703308105	22
33.3846015930176	-112.551696777344	5
33.385799407959	-111.875503540039	1
33.390998840332	-84.5615005493164	6
33.3972015380859	-111.785797119141	3
33.4082984924316	-84.30419921875	2
33.4157981872559	-110.111297607422	1
33.4188995361328	-84.7101974487305	1
33.4273986816406	-112.203796386719	1
33.4441986083984	-112.317802429199	7
33.4655990600586	-111.925300598145	1
33.4794998168945	-82.0166015625	1
33.4802017211914	-117.614097595215	3
33.4930000305176	-112.21369934082	2
33.4935989379883	-112.164596557617	1
33.4976997375488	-81.8936004638672	2
33.5054016113281	-86.798698425293	27
33.5092010498047	-84.3523025512695	17
33.5112991333008	-95.406997680664	1
33.5197982788086	-101.769401550293	1
33.5546989440918	-84.1872024536133	11
33.5558013916016	-117.785797119141	4
33.5560989379883	-84.4522018432617	1
33.5578002929688	-82.1648025512695	4
33.5602989196777	-79.0440979003906	4
33.5887985229492	-86.322998046875	6
33.5909004211426	-112.331100463867	2
33.5984001159668	-111.866897583008	32
33.6040000915527	-111.742599487305	11
33.6043014526367	-86.111099243164	4
33.6053009033203	-117.655799865723	9
33.6071014404297	-91.760498046875	2
33.6141014099121	-101.957397460938	3
33.6207008361816	-83.9737014770508	1
33.6223983764648	-78.9745025634766	2
33.6310005187988	-112.093902587891	1
33.6338005065918	-95.5327987670898	1
33.6436996459961	-87.8274993896484	2
33.6474990844727	-112.388397216797	6
33.6571998596191	-79.7767028808594	2
33.657398223877	-95.9111022949219	1
33.6638984680176	-117.912002563477	8
33.6745986938477	-112.367202758789	6
33.6789016723633	-114.218902587891	2
33.6897010803223	-117.850196838379	1
33.6964988708496	-85.681999206543	8
33.7099990844727	-117.947799682617	3
33.7104988098145	-84.9112014770508	6
33.719898223877	-117.903198242188	4
33.7271003723145	-84.578498840332	2
33.7318992614746	-82.7082977294922	1
33.7363014221191	-83.9919967651367	2
33.7369995117188	-118.305297851562	3
33.7403984069824	-89.8323974609375	3
33.7411003112793	-84.1092987060547	2
33.7422981262207	-117.768402099609	1
33.7458000183105	-117.795600891113	6
33.7490005493164	-84.2751007080078	4
33.7556991577148	-116.233001708984	3
33.7606010437012	-84.1763000488281	4
33.7692985534668	-117.879699707031	1
33.7714004516602	-116.581596374512	3
33.7773017883301	-84.3366012573242	1
33.7816009521484	-118.185897827148	3
33.7877006530762	-117.97380065918	8
33.7963981628418	-84.0336990356445	6
33.7980995178223	-84.3877029418945	1
33.7980995178223	-86.4469985961914	1
33.8003997802734	-84.3864974975586	106
33.8157005310059	-84.1100997924805	2
33.8166007995605	-82.0082015991211	2
33.8188018798828	-118.037696838379	1
33.8212013244629	-81.5892028808594	1
33.8250999450684	-117.108100891113	1
33.8302001953125	-118.314697265625	7
33.8306999206543	-118.073097229004	2
33.8311996459961	-117.60530090332	5
33.8321990966797	-78.6491012573242	1
33.8322982788086	-117.880302429199	23
33.8338012695312	-118.29239654541	2
33.8357009887695	-117.50170135498	4
33.8378982543945	-84.3845977783203	2
33.8633995056152	-78.9753036499023	6
33.8681983947754	-117.929298400879	2
33.8709983825684	-84.4635009765625	1
33.8799018859863	-118.213302612305	1
33.8804016113281	-100.786499023438	2
33.8820991516113	-116.393203735352	1
33.8821983337402	-84.378303527832	1
33.8933982849121	-89.1947021484375	1
33.8979988098145	-84.586898803711	3
33.8998985290527	-117.440498352051	1
33.9021987915039	-96.4142990112305	1
33.9058990478516	-117.403099060059	3
33.912899017334	-118.343902587891	8
33.9164009094238	-118.404098510742	10
33.9230995178223	-118.139602661133	3
33.9258995056152	-78.4497985839844	1
33.9266014099121	-117.831596374512	3
33.9275016784668	-118.065696716309	3
33.9394989013672	-89.6642990112305	1
33.9431991577148	-84.318000793457	2
33.9453010559082	-88.4079971313477	1
33.9472007751465	-117.995101928711	1
33.9490013122559	-118.246002197266	1
33.9532012939453	-84.5177001953125	32
33.9570999145508	-118.404098510742	5
33.9734992980957	-118.24520111084	1
33.9777984619141	-87.4879989624023	2
33.978199005127	-117.903999328613	7
33.9846000671387	-83.6977996826172	10
33.9849014282227	-81.0250015258789	1
34.0038986206055	-118.433799743652	4
34.0078010559082	71.5733032226562	5
34.0092010498047	-118.108299255371	1
34.0093002319336	-118.258399963379	1
34.0115013122559	-117.853500366211	4
34.0144004821777	-117.277198791504	9
34.0248985290527	-117.897300720215	3
34.0265998840332	-118.283096313477	6
34.0273017883301	-117.587799072266	4
34.0311012268066	-117.150001525879	7
34.0415992736816	-118.298797607422	307
34.0452003479004	-80.8382034301758	1
34.0469017028809	-118.048500061035	10
34.0477981567383	-118.292297363281	1
34.0519981384277	-118.129402160645	8
34.0535011291504	-84.065902709961	6
34.0607986450195	-117.393600463867	1
34.0615997314453	-118.081802368164	9
34.0690002441406	-118.350196838379	1
34.0696983337402	-103.330596923828	5
34.0696983337402	-118.81770324707	5
34.0699005126953	-117.942100524902	7
34.0733985900879	-118.013900756836	1
34.0778007507324	-117.626098632812	4
34.0778999328613	-88.3326034545898	1
34.0797004699707	-118.548400878906	2
34.0872001647949	-117.881500244141	2
34.0957984924316	-117.462097167969	11
34.0964012145996	-117.966796875	6
34.0974006652832	-117.907302856445	5
34.0978012084961	-98.6163024902344	2
34.1020011901855	-117.38680267334	1
34.103099822998	-118.051002502441	4
34.1186981201172	-86.5621032714844	2
34.1213989257812	-118.116203308105	1
34.1222991943359	-117.714302062988	8
34.1228981018066	-84.5108032226562	3
34.1255989074707	-77.9189987182617	1
34.1268005371094	-84.5739974975586	3
34.128101348877	-118.28929901123	2
34.1314010620117	-118.037803649902	8
34.1323013305664	-117.390403747559	3
34.13330078125	-94.0325012207031	1
34.1371002197266	-112.133598327637	1
34.1379013061523	-118.391899108887	5
34.1421012878418	-91.9876022338867	6
34.1453018188477	-119.109100341797	2
34.1464996337891	-118.465202331543	4
34.1469993591309	-118.139198303223	1
34.1475982666016	-117.458099365234	8
34.1567993164062	-118.523101806641	6
34.1613006591797	-87.9963989257812	1
34.1621017456055	-82.4332962036133	1
34.1650009155273	-83.2354965209961	2
34.1729011535645	-90.6074981689453	2
34.1748008728027	-117.875099182129	4
34.1749000549316	-118.615196228027	2
34.1803016662598	-97.9288024902344	1
34.1853981018066	-118.390800476074	4
34.1855010986328	-118.314598083496	14
34.187198638916	-80.7063980102539	1
34.1873016357422	-80.7063980102539	1
34.1959991455078	-119.168098449707	10
34.1964988708496	-118.818801879883	10
34.2047004699707	-118.302398681641	1
34.2084999084473	-118.394302368164	2
34.2181015014648	-119.02799987793	3
34.2187004089355	-84.8539962768555	4
34.2286987304688	-118.44409942627	8
34.2321014404297	-77.8834991455078	20
34.24169921875	-118.550399780273	1
34.2431983947754	-78.0996017456055	6
34.2438011169434	-115.859802246094	8
34.2543983459473	-117.164398193359	1
34.271900177002	-118.45719909668	1
34.277099609375	-118.752502441406	6
34.2809982299805	-118.55770111084	2
34.2915992736816	-82.4317016601562	1
